Museo,Género,Renta Anual (€),Nivel de Estudios,Edad,Locales (%),Nacionales (%),Internacionales (%),Visitantes por Grupo,Porcentaje Locales (%),Porcentaje Nacionales (%),Porcentaje Internacionales (%)
Museo del Romanticismo,Masculino,"20,000€ - 40,000€",Postgrado o Doctorado,36-50,59,25,18,33,57.84313725490197,24.509803921568626,17.647058823529413
Museo del Romanticismo,Femenino,"<20,000€",Postgrado o Doctorado,18-35,31,38,27,34,32.29166666666667,39.58333333333333,28.125
Museo del Romanticismo,Masculino,"20,000€ - 40,000€",Postgrado o Doctorado,>50,38,38,21,71,39.175257731958766,39.175257731958766,21.649484536082475
Museo del Romanticismo,Femenino,"<20,000€",Estudios Universitarios,<18,49,13,32,198,52.12765957446809,13.829787234042554,34.04255319148936
Museo del Romanticismo,Masculino,"20,000€ - 40,000€",Postgrado o Doctorado,<18,31,36,28,67,32.631578947368425,37.89473684210527,29.47368421052631
Museo del Romanticismo,Femenino,"<20,000€",Estudios Universitarios,>50,65,42,12,161,54.621848739495796,35.294117647058826,10.084033613445378
Museo del Romanticismo,Femenino,"20,000€ - 40,000€",Educación Primaria,<18,52,49,12,81,46.017699115044245,43.36283185840708,10.619469026548673
Museo del Romanticismo,Femenino,"20,000€ - 40,000€",Postgrado o Doctorado,18-35,45,32,27,43,43.269230769230774,30.76923076923077,25.961538461538463
Museo del Romanticismo,Femenino,"20,000€ - 40,000€",Educación Primaria,<18,39,15,39,64,41.935483870967744,16.129032258064516,41.935483870967744
Museo del Romanticismo,Femenino,"<20,000€",Postgrado o Doctorado,18-35,68,36,38,174,47.88732394366197,25.352112676056336,26.76056338028169
Museo del Romanticismo,Femenino,"<20,000€",Educación Primaria,36-50,33,35,16,52,39.285714285714285,41.66666666666667,19.047619047619047
Museo del Romanticismo,Femenino,"<20,000€",Postgrado o Doctorado,<18,26,41,19,34,30.23255813953488,47.674418604651166,22.093023255813954
Museo del Romanticismo,Femenino,"20,000€ - 40,000€",Estudios Universitarios,36-50,51,41,10,10,50.0,40.19607843137255,9.803921568627452
Museo del Romanticismo,Femenino,"20,000€ - 40,000€",Estudios Universitarios,18-35,53,16,33,116,51.9607843137255,15.686274509803921,32.35294117647059
Museo del Romanticismo,Masculino,"20,000€ - 40,000€",Estudios Universitarios,18-35,40,20,30,57,44.44444444444444,22.22222222222222,33.33333333333333
Museo del Romanticismo,Femenino,">40,000€",Educación Primaria,18-35,62,20,33,78,53.91304347826087,17.391304347826086,28.695652173913043
Museo del Romanticismo,Masculino,"20,000€ - 40,000€",Educación Secundaria,18-35,32,35,24,181,35.16483516483517,38.46153846153847,26.373626373626376
Museo del Romanticismo,Femenino,"<20,000€",Postgrado o Doctorado,<18,33,24,25,5,40.243902439024396,29.268292682926827,30.48780487804878
Museo del Romanticismo,Masculino,">40,000€",Educación Primaria,<18,68,19,23,63,61.81818181818181,17.272727272727273,20.909090909090907
Museo del Romanticismo,Masculino,"<20,000€",Educación Secundaria,18-35,27,38,17,36,32.926829268292686,46.34146341463415,20.73170731707317
Museo del Romanticismo,Femenino,"20,000€ - 40,000€",Educación Secundaria,>50,49,38,32,13,41.17647058823529,31.932773109243694,26.89075630252101
Museo del Romanticismo,Femenino,">40,000€",Educación Primaria,18-35,25,13,24,117,40.32258064516129,20.967741935483872,38.70967741935484
Museo del Romanticismo,Femenino,"20,000€ - 40,000€",Educación Primaria,36-50,66,41,25,73,50.0,31.060606060606062,18.939393939393938
Museo del Romanticismo,Masculino,"<20,000€",Educación Primaria,18-35,47,12,27,19,54.65116279069767,13.953488372093023,31.3953488372093
