Año;Mes;Organismo;Evento;Entradas
2023;abril;Teatro Español;Romeo y Julieta despiertan...;237
2023;abril;Teatro Español;Segundo combate de cuartos de final. VII Torneo de Dramaturgia;24
2023;abril;Teatro Español;Tercer combate de cuartos de final. VII Torneo de Dramaturgia;14
2023;mayo;Teatro Español;¿Café con azúcar?;40
2023;mayo;Teatro Español;Adiós, Paca;96
2023;mayo;Teatro Español;Cuarto combate de cuartos de final. VII Torneo de Dramaturgia;31
2023;mayo;Teatro Español;Cucaracha con paisaje de fondo;3
2023;mayo;Teatro Español;Johnny Chico;135
2023;mayo;Teatro Español;Primera semifinal. VII Torneo de Dramaturgia;21
2023;mayo;Teatro Español;Romeo y Julieta despiertan...;314
2023;mayo;Teatro Español;Segunda semifinal. VII Torneo de Dramaturgia;25
2023;junio;Teatro Español;El sueño de la razón;365
2023;junio;Teatro Español;Psicosis 4.48;463
2023;junio;Teatro Español;Romeo y Julieta despiertan...;53
2023;enero;Cineteca;Antes de la revolución;6
2023;enero;Cineteca;Camino incierto;1
2023;enero;Cineteca;Cortos de Goya 2023 (II);33
2023;enero;Cineteca;Derrida;16
2023;enero;Cineteca;Dublineses (Los muertos);17
2023;enero;Cineteca;El ángel exterminador;29
2023;enero;Cineteca;El filmador;7
2023;enero;Cineteca;El hombre de la cámara;20
2023;enero;Cineteca;El hombre que mató a Liberty Valance;10
2023;enero;Cineteca;El malvado Zaroff;7
2023;enero;Cineteca;Fellini, ocho y medio;46
2023;enero;Cineteca;Harun Farocki y Kevin B. Lee: Plano y contraplano;15
2023;enero;Cineteca;Her;46
2023;enero;Cineteca;La diligencia;12
2023;enero;Cineteca;La dolce vita;41
2023;enero;Cineteca;Los años de Super 8;39
2023;enero;Cineteca;Los pantanos de Zanzíbar;3
2023;enero;Cineteca;N de Negri;8
2023;enero;Cineteca;Narcotic / Maniac;6
2023;enero;Cineteca;Orlando;25
2023;enero;Cineteca;Peter Weiss. Selección de cortometrajes (1);12
2023;enero;Cineteca;Peter Weiss. Selección de cortometrajes (2);7
2023;enero;Cineteca;Quién mató a Walter Benjamin…;6
2023;enero;Cineteca;Sobre la historia natural de la destrucción;5
2023;enero;Cineteca;Stromboli, tierra de Dios;14
2023;enero;Cineteca;Un cielo impasible;9
2023;enero;Cineteca;Utama;7
2023;enero;Cineteca;Vida Férrea;1
2023;enero;Cineteca;Vivir;24
2023;enero;Cineteca;Vivir su vida;23
2023;enero;Cineteca;Wan Xia;2
2023;enero;Cineteca;Zizek!;18
2023;enero;Cineteca;Zur Ansicht: Peter Weiss;4
2023;febrero;Cineteca;[REC];23
2023;febrero;Cineteca;A noiva;1
2023;febrero;Cineteca;Ainu Mosir;2
2023;febrero;Cineteca;Brother;7
2023;febrero;Cineteca;Capítulo I: Inicios (Cuando el futuro escuchaba el pasado);3
2023;febrero;Cineteca;Cowboy Bebop, la película: Llamando a las puertas del cielo;27
2023;febrero;Cineteca;Demonlover;13
2023;febrero;Cineteca;Disturbios (Unrueh);24
2023;febrero;Cineteca;Dogville;40
2023;febrero;Cineteca;El congreso;4
2023;febrero;Cineteca;El filmador;1
2023;febrero;Cineteca;Elephant;24
2023;febrero;Cineteca;Elle;13
2023;febrero;Cineteca;Falcon Lake;10
2023;febrero;Cineteca;Inu-Oh;18
2023;febrero;Cineteca;Killing (Zan);4
2023;febrero;Cineteca;La amiga de mi amiga;54
2023;febrero;Cineteca;Las cercanas;19
2023;febrero;Cineteca;Les Oiseaux ivres;7
2023;febrero;Cineteca;Level Five;19
2023;febrero;Cineteca;Mes petites amoureuses;29
2023;febrero;Cineteca;On-Gaku: Our Sound;5
2023;febrero;Cineteca;Riceboy Sleeps;4
2023;febrero;Cineteca;Robin Bank;10
2023;febrero;Cineteca;Rompenieves;16
2023;febrero;Cineteca;Scott Pilgrim contra el mundo;29
2023;febrero;Cineteca;Shape of Red;7
2023;febrero;Cineteca;Shooting for Mirza;5
2023;febrero;Cineteca;Speed Racer;21
2023;febrero;Cineteca;Steamboy;13
2023;febrero;Cineteca;Susurros del corazón;57
2023;febrero;Cineteca;Tengo sueños eléctricos;29
2023;febrero;Cineteca;Tron;7
2023;febrero;Cineteca;You Can Live Forever;25
2023;marzo;Cineteca;¡Olvidad a Tosquelles!;3
2023;marzo;Cineteca;Aparajito (El invencible);18
2023;marzo;Cineteca;Apur Sansar (El mundo de Apu);15
2023;marzo;Cineteca;Capítulo II: Visiones (Música para los ojos);8
2023;marzo;Cineteca;Chocolat;5
2023;marzo;Cineteca;Cine educativo… o algo así;6
2023;marzo;Cineteca;Cúmulos. Ayudas Injuve para la Creación Joven. Artes Visuales 2021-2022;1
2023;marzo;Cineteca;Dalva;3
2023;marzo;Cineteca;Daughters of the Dust;10
2023;marzo;Cineteca;Dinero X Sexo;8
2023;marzo;Cineteca;ECAM: Reivindicando el error (II);5
2023;marzo;Cineteca;El club de los poetas muertos;52
2023;marzo;Cineteca;El Espejo;29
2023;marzo;Cineteca;Fuego fatuo;32
2023;marzo;Cineteca;Hôtel Monterey;24
2023;marzo;Cineteca;Human Flowers of Flesh;6
2023;marzo;Cineteca;Kuessipan;3
2023;marzo;Cineteca;La ciénaga;7
2023;marzo;Cineteca;La infancia de Iván;7
2023;marzo;Cineteca;La Invitación;1
2023;marzo;Cineteca;La Paresse / Hôtel Des Acacias;17
2023;marzo;Cineteca;Las paredes hablan;9
2023;marzo;Cineteca;LAV;6
2023;marzo;Cineteca;Lecciones perdidas de Andréi Tarkovski (I);5
2023;marzo;Cineteca;Lecciones perdidas de Andréi Tarkovski (II);11
2023;marzo;Cineteca;Lecciones perdidas de Andréi Tarkovski (III);9
2023;marzo;Cineteca;Lingui. Les liens sacrés;2
2023;marzo;Cineteca;Los caballos mueren al amanecer;11
2023;marzo;Cineteca;Los días blancos. Apuntes sobre el rodaje de Nostalghia, de Andréi Tarkovski;1
2023;marzo;Cineteca;News From Home;20
2023;marzo;Cineteca;No Home Movie;15
2023;marzo;Cineteca;Otto the barbarian;4
2023;marzo;Cineteca;Pather Panchali (La canción del camino);18
2023;marzo;Cineteca;Qué planeta reinaría;7
2023;marzo;Cineteca;Queridas viejas, editando a Gombrich. Sesión 20. Filmoteca de Cantabria, Santander, 24 Nov. 2020;8
2023;marzo;Cineteca;Room Without A View;6
2023;marzo;Cineteca;Saute Ma Ville / LE 15/8;18
2023;marzo;Cineteca;Ser y tener;7
2023;marzo;Cineteca;Sesión Hamaca;2
2023;marzo;Cineteca;Shooting for Mirza;3
2023;marzo;Cineteca;Solaris;58
2023;marzo;Cineteca;Toute Une Nuit;35
2023;marzo;Cineteca;Yo, Tú, Él, Ella;45
2023;abril;Cineteca;Octubre;27
2023;abril;Cineteca;Alteritats;21
2023;abril;Cineteca;Campo de Jogo;4
2023;abril;Cineteca;Capital;21
2023;abril;Cineteca;Capítulo III: Aguas mil (El fluir de lo sonoro);10
2023;abril;Cineteca;Cinema Novo;2
2023;abril;Cineteca;Cortos Internacionales;8
2023;abril;Cineteca;Fuego fatuo;5
2023;abril;Cineteca;Human Flowers of Flesh;8
2023;abril;Cineteca;Humor feminista;6
2023;abril;Cineteca;Iberoamerican Trilogy;1
2023;abril;Cineteca;Inmotep;42
2023;abril;Cineteca;La fuga de Logan;10
2023;abril;Cineteca;La huelga;14
2023;abril;Cineteca;La naranja mecánica;39
2023;abril;Cineteca;L'amour à la mer;23
2023;abril;Cineteca;Le clair de terre;11
2023;abril;Cineteca;Lo viejo y lo nuevo (La línea general);15
2023;abril;Cineteca;Luminum;7
2023;abril;Cineteca;Miracol;1
2023;abril;Cineteca;R.M.N.;7
2023;abril;Cineteca;Rimini;19
2023;abril;Cineteca;Siempre en el recuerdo;13
2023;abril;Cineteca;Sparta;20
2023;abril;Cineteca;Time to Love;5
2023;mayo;Cineteca;A los libros y a las mujeres canto;5
2023;mayo;Cineteca;Anhell69;28
2023;mayo;Cineteca;Antonio Canales, bailaor;4
2023;mayo;Cineteca;Bless Their Little Hearts;4
2023;mayo;Cineteca;Bloom + Los Saldos;7
2023;mayo;Cineteca;Caminos de Liberación + Mis Universo en el Perú;4
2023;mayo;Cineteca;Capítulo IV. Al pie de la letra: entre música y palabra;4
2023;mayo;Cineteca;Chicas de mayo;18
2023;mayo;Cineteca;Chienne de rouge;3
2023;mayo;Cineteca;Criando Cuervos;1
2023;mayo;Cineteca;De humani corporis fabrica;6
2023;mayo;Cineteca;El trío en mi bemol;11
2023;mayo;Cineteca;Film About a Woman Who…;2
2023;mayo;Cineteca;Finding Christa;1
2023;mayo;Cineteca;Hafreiat;3
2023;mayo;Cineteca;How to Save a Dead Friend;22
2023;mayo;Cineteca;Idhi Katha Matramena + Molkarin + Tambuku Chaakila Oob Ali;2
2023;mayo;Cineteca;Journeys from Berlin/1971;5
2023;mayo;Cineteca;Jusqu’ici, tout va;6
2023;mayo;Cineteca;Karpeta Urdinaki (Carpetas Azules);2
2023;mayo;Cineteca;Kill the Spiders. Sesión 2;6
2023;mayo;Cineteca;Kristina Talking Pictures;3
2023;mayo;Cineteca;La conexión;2
2023;mayo;Cineteca;La mala familia;29
2023;mayo;Cineteca;La muerte de la utopía;2
2023;mayo;Cineteca;Laberint Sequences + Las órdenes + Statistical Hallucination + Oído odio;12
2023;mayo;Cineteca;Let There Be Light;4
2023;mayo;Cineteca;Lives of Performers;9
2023;mayo;Cineteca;Lo que no fue + Historia de un secreto;3
2023;mayo;Cineteca;Los hombres de mayo del 68;4
2023;mayo;Cineteca;Losing Ground;4
2023;mayo;Cineteca;Murder and murder;6
2023;mayo;Cineteca;My Brother’s Wedding;2
2023;mayo;Cineteca;Nam June Paik: moon is the oldest tv;7
2023;mayo;Cineteca;Ornette: Made in America;5
2023;mayo;Cineteca;Portrait of Jason;0
2023;mayo;Cineteca;Privilege;3
2023;mayo;Cineteca;Suzanne, Suzanne + Older Women and Love;1
2023;mayo;Cineteca;Take Your Bags + A String of Pearls;4
2023;mayo;Cineteca;The Alchemical Body;4
2023;mayo;Cineteca;The KKK Boutique ain´t just Rednecks;4
2023;mayo;Cineteca;The Man Who Envied Women;1
2023;mayo;Cineteca;The March on Rome;4
2023;mayo;Cineteca;The Newest Olds + Knit’s Island;7
2023;mayo;Cineteca;The Secret Garden + É noite na América;7
2023;mayo;Cineteca;Time to Love;10
2023;mayo;Cineteca;Un cubo de sangre;5
2023;mayo;Cineteca;Una zona ajardinada demasiado tranquila para mí;9
2023;mayo;Cineteca;Voces en la noche;4
2023;junio;Cineteca;¿Qué es una imagen?;7
2023;junio;Cineteca;A Woman Scapes;11
2023;junio;Cineteca;Amando a Highsmith + Conversación con Carlos Boyero y Juanjo Millás;1
2023;junio;Cineteca;Aplazamiento / En comparación;0
2023;junio;Cineteca;Black Stone;1
2023;junio;Cineteca;Bread and Salt;4
2023;junio;Cineteca;Capítulo V: Más allá de las ondas (Experimentalismos radiofónicos);6
2023;junio;Cineteca;Casa Susanna;6
2023;junio;Cineteca;Cortos Orgullo LGTBIQ+;14
2023;junio;Cineteca;El acto de mirar;5
2023;junio;Cineteca;El fantástico caso del Golem;146
2023;junio;Cineteca;El fuego inextinguible / Las imágenes del mundo y la inscripción de guerra;4
2023;junio;Cineteca;El káiser de la Atlántida;2
2023;junio;Cineteca;Esta es mi vida;3
2023;junio;Cineteca;Gad Yola: El drag es marrón;17
2023;junio;Cineteca;H;16
2023;junio;Cineteca;Imágenes de prisión / Parallel I-IV;4
2023;junio;Cineteca;In the Court of the Crimson King: King Crimson at 50;11
2023;junio;Cineteca;La memoria escondida;4
2023;junio;Cineteca;La quietud en la tormenta;9
2023;junio;Cineteca;La tercera luna;1
2023;junio;Cineteca;Las alegres chicas de El Molino;1
2023;junio;Cineteca;Les Meilleures;1
2023;junio;Cineteca;Lúa, Techno y lo que queda de él + A Date in Minsk;14
2023;junio;Cineteca;Matar cangrejos;21
2023;junio;Cineteca;Meet Me In The Bathroom + Conversación con Ray Loriga, Tulsa, Juan Soto Ivars y Coque Malla;4
2023;junio;Cineteca;My Crasy Life;2
2023;junio;Cineteca;Naturaleza muerta / Un nuevo producto;5
2023;junio;Cineteca;O Canto das Amapolas;4
2023;junio;Cineteca;Para su Tranquilidad, Haga su Propio Museo;1
2023;junio;Cineteca;Políticas de la apariencia;3
2023;junio;Cineteca;Poniponchi, una chica cuasi perfesta;1
2023;junio;Cineteca;Poto and Cabengo;4
2023;junio;Cineteca;Remember to Blink;5
2023;junio;Cineteca;Retratos de cineastas;5
2023;junio;Cineteca;Routine Pleasures;3
2023;junio;Cineteca;Secaderos;47
2023;junio;Cineteca;Summer of Soul;13
2023;junio;Cineteca;Suzhou River (4k);45
2023;junio;Cineteca;Taxi Driver;31
2023;junio;Cineteca;Toda una vida;9
2023;junio;Cineteca;Toro Salvaje (4k);47
2023;junio;Cineteca;Trenque Lauquen;14
2023;junio;Cineteca;Videogramas de una revolución;11
2023;junio;Cineteca;Volverse líquido;3
2023;junio;Cineteca;Wild Romania;4
2023;enero;Condeduque;CRIS BLANCO «GRANDISSIMA ILLUSIONE»;28
2023;enero;Condeduque;MARINA HERLOP «Pripyat»;49
2023;enero;Condeduque;MIREN «A partes»;27
2023;enero;Condeduque;THOMAS OSTERMEIER/ÉDOUARD LOUIS «QUIÉN MATÓ A MI PADRE»;82
2023;enero;Condeduque;ULRICH SEIDL «RIMINI»;14
2023;enero;Condeduque;VÉRTEBRO «UNA IMAGEN TERRESTRE»;19
2023;febrero;Condeduque;«Cría cuervos»;48
2023;febrero;Condeduque;«Función de noche»;9
2023;febrero;Condeduque;«Gente en sitios»;11
2023;febrero;Condeduque;«Hola, ¿estás sola?»;16
2023;febrero;Condeduque;EURÍPIDES LASKARIDIS «RELIC»;94
2023;febrero;Condeduque;MUCHA MUCHACHA «PARA CUATRO JINETES»;37
2023;febrero;Condeduque;OLGA PERICET «LA LEONA»;90
2023;marzo;Condeduque;AZIZA BRAHIM «NOMADABLUES»;19
2023;marzo;Condeduque;EL CONDE DE TORREFIEL «UNA IMAGEN INTERIOR»;70
2023;marzo;Condeduque;IRATXE FRESNEDA «TETUÁN»;9
2023;marzo;Condeduque;PABLO MARTÍN JONES «BAILE ENTERO»;45
2023;marzo;Condeduque;ROBERT WILSON «DEAFMAN GLANCE» + «STATIONS»;20
2023;abril;Condeduque;BACHAR MAR-KHALIFÉ «ON/OFF»;18
2023;abril;Condeduque;DANIEL ABREU «DALET (DA)»;28
2023;abril;Condeduque;ERIGE SEHIRI «UNDER THE FIG TREES»;4
2023;abril;Condeduque;FESTIVAL RELEVO;25
2023;abril;Condeduque;LUNA MIGUEL «LA MUERTE DE LA LECTORA»;32
2023;abril;Condeduque;SERGE BOZON «DON JUAN»;9
2023;mayo;Condeduque;BI GAN «LARGO VIAJE HACIA LA NOCHE»;23
2023;mayo;Condeduque;DILES QUE MI VIDA FUE MARAVILLOSA «LA CULPA»;12
2023;mayo;Condeduque;HÉLÈNE CATTET Y BRUNO FROZANI «AMER»;5
2023;mayo;Condeduque;JAVIERA DE LA FUENTE «ENVIOLETÁ»;28
2023;mayo;Condeduque;JÉRÔME BEL «RETROSPECTIVE»;8
2023;mayo;Condeduque;LOS VOLUBLE «FLAMENCO IS NOT A CRIME + JALEO IS A CRIME»;21
2023;mayo;Condeduque;RICHARD LINKLATER «WALKING LIFE»;15
2023;mayo;Condeduque;TOUNDRA & MANU BRABO «UKRAÍNA»;19
2023;mayo;Condeduque;YELI YELI (Álvaro Romero);45
2023;junio;Condeduque;ALAIN RESNAIS «EL AÑO PASADO EN MARIENBAD»;16
2023;junio;Condeduque;CELSO GIMÉNEZ  «LAS NIÑAS ZOMBI»;194
2023;junio;Condeduque;ONIPA «Off The Grid»;14
2023;enero;Teatro Fernán Gómez. Centro Cultural de la Villa;CUARENTA… (Mensajes desde el horizonte de sucesos);64
2023;enero;Teatro Fernán Gómez. Centro Cultural de la Villa;HISTORIA DE UNA MAESTRA;22
2023;enero;Teatro Fernán Gómez. Centro Cultural de la Villa;Retorno al hogar;370
2023;febrero;Teatro Fernán Gómez. Centro Cultural de la Villa;El Avaro, de Molière;214
2023;febrero;Teatro Fernán Gómez. Centro Cultural de la Villa;HISTORIA DE UNA MAESTRA;10
2023;febrero;Teatro Fernán Gómez. Centro Cultural de la Villa;LOS DESIERTOS CRECEN DE NOCHE;184
2023;febrero;Teatro Fernán Gómez. Centro Cultural de la Villa;MARAT-SADE;145
2023;febrero;Teatro Fernán Gómez. Centro Cultural de la Villa;Retorno al hogar;113
2023;marzo;Teatro Fernán Gómez. Centro Cultural de la Villa;DANIELA ASTOR Y LA CAJA NEGRA;181
2023;marzo;Teatro Fernán Gómez. Centro Cultural de la Villa;LOS DESIERTOS CRECEN DE NOCHE;88
2023;marzo;Teatro Fernán Gómez. Centro Cultural de la Villa;MEFISTO FOR EVER;259
2023;marzo;Teatro Fernán Gómez. Centro Cultural de la Villa;SOBRE EL CAPARAZÓN DE LAS TORTUGAS;14
2023;abril;Teatro Fernán Gómez. Centro Cultural de la Villa;MAÑANAS DE ABRIL Y MAYO;160
2023;abril;Teatro Fernán Gómez. Centro Cultural de la Villa;QUE DE NOCHE LO MATARON;13
2023;abril;Teatro Fernán Gómez. Centro Cultural de la Villa;SOBRE EL CAPARAZÓN DE LAS TORTUGAS;222
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;FM  Antonio Reyes con la colaboración especial del Maestro Juan Villar: A Panseco;36
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;FM Carmen Talegona: Memoria: Capacidad de recordar;34
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;FM Compañía Marco Flores. Rayuela;52
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;FM Esther Merino: Esther Merino:Cantaora;6
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;FM Homenaje a Paco de Lucía- Taller de Músics- Suite de Lucía;61
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;"FM Inma ""La Carbonera"" y Antonia Jiménez. A gaya";9
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;FM Jesús Carmona, José Valencia y Juan Requena: The Game;77
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;FM Sharon Saguy con Flamenco Natural: E Motion;26
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;FM Vanesa Coloma y Cia: Castiza;24
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;MAÑANAS DE ABRIL Y MAYO;117
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;MV. Eliseo Parra;31
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;MV. Pía Tedesco;13
2023;mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;QUE DE NOCHE LO MATARON;141
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;1ª semifinal - 32 CERTAMEN DE COREOGRAFÍA DE DANZA ESPAÑOLA Y FLAMENCO 2023;28
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;2ª semifinal - 32 CERTAMEN DE COREOGRAFÍA DE DANZA ESPAÑOLA Y FLAMENCO 2023;25
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Cía. Daniel Abreu;29
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;DV. Alberto Velasco: Sweet Dreams;53
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;DV. Compañía Elías Aguirre: Flowerheads Show;36
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;DV. Led Silhouette & Marcos Morau: Los perros;25
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;DV. Lucía Lacarra y Matthew Golding: In the still of the night;102
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;FC. Borderland (Maldita cabeza);16
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;FC. Un café en el Pulgatorio;23
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;MAM: Andreas Prittwitz & Lookingback;12
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;MAM: Collegium Musicum Madrid;21
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;MAM: Josetxu Obregón;13
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;MAM: The Ministers of Pastime;17
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;MV. Pol Battle con Rita Payés;153
2023;junio;Teatro Fernán Gómez. Centro Cultural de la Villa;MV. Andrea Motis & Marco Mezquida;56
2023;Septiembre;Teatro Circo Price;HOY NO ES UN DÍA CUALQUIERA;91
2023;Septiembre;Teatro Circo Price;FIRCO 2023;197
2023;Octubre;Teatro Circo Price;PICASSO (REY, MONSTRUO Y PAYASO);110
2023;Octubre;Teatro Circo Price;FUTUROPASADO;48
2023;Octubre;Teatro Circo Price;BOIRA;36
2023;Octubre;Teatro Circo Price;VETUS VENUSTAS;18
2023;Diciembre;Teatro Circo Price;CIRCO PRICE EN NAVIDAD;254
2023;Septiembre;Conde Duque;FLORA YIN WONG+SARAH DAVACHI;19
2023;Octubre;Conde Duque;«CANÓDROMO ABANDONADO»;14
2023;Octubre;Conde Duque;JACOBO SERRA «DOCE»;13
2023;Octubre;Conde Duque;«ESPÍRITU ESCALERA»;12
2023;Octubre;Conde Duque;ENCYCLOPÉDIE DE LA PAROLE «L’ENCYCLOPÉDISTE»;31
2023;Octubre;Conde Duque;KOR’SIA «MONT VENTOUX»;86
2023;Octubre;Conde Duque;TERRITOIRE (OLIVIER ARSON+MAXI GILBERT);49
2023;Octubre;Conde Duque;«DENTRO CINE»;0
2023;Octubre;Conde Duque;AGRUPACIÓN SEÑOR SERRANO «UNA ISLA»;86
2023;Octubre;Conde Duque;ANTIFAN «LA CAÍDA»;34
2023;Noviembre;Conde Duque;MAESTRO ESPADA;22
2023;Noviembre;Conde Duque;DONNY MCCASLIN «I WANT MORE»;26
2023;Noviembre;Conde Duque;DANIEL VERONESE «Experiencia II: encuentros breves con hombres repulsivos»;61
2023;Noviembre;Conde Duque;JAMES BRANDON LEWIS QUARTET «CODE OF BEING»;14
2023;Noviembre;Conde Duque;HOLLIE MCNISH Y DANEZ SMITH «DOUBLE BILL»;17
2023;Noviembre;Conde Duque;«SAMSARA»;7
2023;Noviembre;Conde Duque;Eva Català Group;2
2023;Noviembre;Conde Duque;«IN WATER»;13
2023;Noviembre;Conde Duque;37º CERTAMEN COREOGRÁFICO DE MADRID;68
2023;Diciembre;Conde Duque;ÓSCAR BUENO «VIENTOS»;39
2023;Diciembre;Conde Duque;JANET NOVAS «PROTO (N1806)»;65
2023;Diciembre;Conde Duque;NAT RAHA, ELLIOT REED Y ANTO LÓPEZ ESPINOSA «ESCALATION»;29
2023;Julio;Cineteca;Notas sobre un verano;51
2023;Julio;Cineteca;Las hijas;46
2023;Julio;Cineteca;Bentu;20
2023;Julio;Cineteca;Tant que le soleil frappe (Beating Sun);13
2023;Julio;Cineteca;Memoryland;17
2023;Julio;Cineteca;Trois nuits par semaine;14
2023;Agosto;Cineteca;Coconut Head Generation;24
2023;Agosto;Cineteca;A criança;15
2023;Agosto;Cineteca;Common Birds;18
2023;Agosto;Cineteca;The Happiest Man in the World;11
2023;Septiembre;Cineteca;A los libros y a las mujeres canto;13
2023;Septiembre;Cineteca;El infinito;7
2023;Septiembre;Cineteca;Memoryland;25
2023;Septiembre;Cineteca;Contact;21
2023;Septiembre;Cineteca;Hay otros mundos, pero están en este. Sesión 2;8
2023;Septiembre;Cineteca;Mi tío de América;7
2023;Septiembre;Cineteca;La constelación Bartleby / Ballet aquatique;2
2023;Septiembre;Cineteca;Filmé pájaros volando (Work In Progress);8
2023;Septiembre;Cineteca;Sesión de cortometrajes documentales;16
2023;Septiembre;Cineteca;20.000 especies de abejas;79
2023;Septiembre;Cineteca;Sesión de cortometrajes 1;22
2023;Septiembre;Cineteca;Álex e Munchie: Contra o cisheteropatriarcado;11
2023;Septiembre;Cineteca;Sesión de cortometrajes 2;17
2023;Septiembre;Cineteca;Sección Oficial Cortometraje PNR I;11
2023;Septiembre;Cineteca;Jorge. Una travesía de Coque Malla;3
2023;Septiembre;Cineteca;El principio / Nuestro siglo;15
2023;Septiembre;Cineteca;Ruinas;5
2023;Septiembre;Cineteca;Sección Oficial Cortometraje PNR II;8
