Año;Mes;Organismo;Evento;Entradas
2020;Octubre;Conde Duque;Cine - Una historia para los Modlin + My mexican bretzel;30
2020;Octubre;Conde Duque;Música - Mastretta;24
2020;Octubre;Conde Duque;Música - Raül Refree;23
2020;Octubre;Conde Duque;Música - Sara Correia;24
2020;Octubre;Conde Duque;Teatro - Duólogo de los cuerpos armoniosos;44
2020;Octubre;Conde Duque;Teatro - Duólogos | Duólogo del celuloide;44
2020;Octubre;Conde Duque;Teatro - La otra escena;44
2020;Octubre;Conde Duque;Actividades - La chica que soñaba;38
2020;Octubre;Conde Duque;Teatro - Tálamo;26
2020;Noviembre;Conde Duque;Actividades - Poem room;24
2020;Noviembre;Conde Duque;Cine - Asaltar los cielos;25
2020;Noviembre;Conde Duque;Cine - De nuevo otra vez;27
2020;Noviembre;Conde Duque;Cine - Navajeros;29
2020;Noviembre;Conde Duque;Dear Werner (Walking on Cinema);26
2020;Noviembre;Conde Duque;Música - Agua brotando de una piedra negra;25
2020;Noviembre;Conde Duque;Música - Belén Martín Quintet;25
2020;Noviembre;Conde Duque;Música - Javier Moreno & Quinteto Capital;2
2020;Noviembre;Conde Duque;Música - La Resistencia Jazz Ensemble;1
2020;Noviembre;Conde Duque;Teatro - The mountain;47
2020;Noviembre;Conde Duque;Teatro - Tiburón;40
2020;Noviembre;Conde Duque;Teatro -Sonoma;43
2020;Diciembre;Conde Duque;Certamen coreográfico de Madrid;63
2020;Diciembre;Conde Duque;Cine - 27 horas;35
2020;Diciembre;Conde Duque;Cine - Mamá, mamá, mamá;38
2020;Diciembre;Conde Duque;Cine - Port Authority;0
2020;Diciembre;Conde Duque;Música - Sara Socas;0
2020;Diciembre;Conde Duque;Música - Wesphere;21
2020;Diciembre;Conde Duque;Teatro - Lo sostenido 5.4;60
2020;Enero;Fernán Gómez;Drácula, biografía no autorizada;1290
2020;Enero;Fernán Gómez;EL HOMBRE Y EL LIENZO;372
2020;Enero;Fernán Gómez;F.M. HOME;46
2020;Febrero;Fernán Gómez;Cenizas de Fénix. Los Martes, Milagro;30
2020;Febrero;Fernán Gómez;Drácula, biografía no autorizada;277
2020;Febrero;Fernán Gómez;REY LEAR;1025
2020;Febrero;Fernán Gómez;WASTED;407
2020;Marzo;Fernán Gómez;Dani Orviz & Ual.la. Poética Contemporánea.;37
2020;Marzo;Fernán Gómez;El Otro;108
2020;Marzo;Fernán Gómez;FNU-CA. Cashalada: DivinAberración;37
2020;Marzo;Fernán Gómez;FNU-CA. M. Ramos y J. Zelada: Cantar las 40;37
2020;Marzo;Fernán Gómez;FNU-CA. Sil de Castro: Mazodiva;37
2020;Marzo;Fernán Gómez;Hoy puede ser mi gran noche;0
2020;Abril;Fernán Gómez;Sin eventos;
2020;Mayo;Fernán Gómez;Sin eventos;
2020;Junio;Fernán Gómez;Sin eventos;
2020;Octubre;Fernán Gómez;Ana, también a nosotros nos llevará el olvido;150
2020;Octubre;Fernán Gómez;Bien está que fuera tu tierra, Galdós;180
2020;Octubre;Fernán Gómez;MEM/ FF/ Mayte Martín;80
2020;Octubre;Fernán Gómez;MEM/ FMI/ Rodrigo Cuevas;23
2020;Octubre;Fernán Gómez;Noche de difuntos;150
2020;Octubre;Fernán Gómez;Ternura Negra;300
2020;Noviembre;Fernán Gómez;Bien está que fuera tu tierra, Galdós;320
2020;Noviembre;Fernán Gómez;FJ/ Caminero Quintet;2
2020;Noviembre;Fernán Gómez;FJ/ Daniel García Trío;80
2020;Noviembre;Fernán Gómez;FJ/ Dorantes;80
2020;Noviembre;Fernán Gómez;FJ/ Enriquito;80
2020;Noviembre;Fernán Gómez;FJ/ Ernesto Aurignac Ensemble;80
2020;Noviembre;Fernán Gómez;FJ/ Iñaki Salvador y Chris Kase;80
2020;Noviembre;Fernán Gómez;FJ/ Javier Colina y Lockdown Band;2
2020;Noviembre;Fernán Gómez;FJ/ Marcin Masecki;80
2020;Noviembre;Fernán Gómez;FJ/ Mariola Membrives Guitar Band;80
2020;Noviembre;Fernán Gómez;FJ/ Suso Sáiz;80
2020;Noviembre;Fernán Gómez;MEM/ FF/ Antonio Reyes;80
2020;Noviembre;Fernán Gómez;"MEM/ FF/  Vicente Soto ""Sordera"" y Luis Moneo";0
2020;Noviembre;Fernán Gómez;"FJ/ Teatro de la reunión "" Escenas del Jazz""";80
2020;Noviembre;Fernán Gómez;MEM/ FMI/ SES;80
2020;Diciembre;Fernán Gómez;CPC/ Ajo & Nacho Mastretta - Eduard Escoffet;20
2020;Diciembre;Fernán Gómez;CPC/ María Eloy-García / Deborah Vukusik;20
2020;Diciembre;Fernán Gómez;CPC/ Rrucculla / Pere Saizprez;20
2020;Diciembre;Fernán Gómez;DÉJÀ-VU;55
2020;Diciembre;Fernán Gómez;MD/ Estrella;55
2020;Diciembre;Fernán Gómez;MD/ La Principita;109
2020;Diciembre;Fernán Gómez;29 Certamen Coreografía de Danza Española y Flamenco;55
2020;Diciembre;Fernán Gómez;MD/ Uniko;15
2020;Diciembre;Fernán Gómez;MEM/ FF/  L/ Peña, J/ Heredia, J/ Carrasco, El Pañero y El P;80
2020;Diciembre;Fernán Gómez;MEM/ FF/  La Tremendita;80
2020;Diciembre;Fernán Gómez;MEM/ FF/ Ana Morales;80
2020;Diciembre;Fernán Gómez;MEM/ FF/ Carrete de Málaga;80
2020;Diciembre;Fernán Gómez;MEM/ FF/ Pastora Galván;80
2020;Diciembre;Fernán Gómez;MEM/ FMI/ Delafé;80
2020;Diciembre;Fernán Gómez;MEM/ FMI/ Fetén Fetén y Javier Ruibal;80
2020;Diciembre;Fernán Gómez;MEM/ FMI/ Joana Serrat;80
2020;Enero;Naves Español en Matadero;Empire_Milo Rau;192
2020;Enero;Naves Español en Matadero;Mars II_Karl Van Welden;24
2020;Febrero;Naves Español en Matadero;Le Scorpion (2002) de Martin Matalon;58
2020;Febrero;Naves Español en Matadero;PS / Wam_Rodrigo García;23
2020;Marzo;Naves Español en Matadero;Big bears cry too_Miet Warlop;0
2020;Marzo;Naves Español en Matadero;La Realidad;0
2020;Marzo;Naves Español en Matadero;Three Tales_ Beryl Korot y Steve Reich;172
2020;Abril;Naves Español en Matadero;Sin eventos;
2020;Mayo;Naves Español en Matadero;Sin eventos;
2020;Junio;Naves Español en Matadero;Sin eventos;
2020;Septiembre;Naves Español en Matadero;As one;156
2020;Septiembre;Naves Español en Matadero;Dosis de Paraíso;74
2020;Septiembre;Naves Español en Matadero;Fariña;363
2020;Octubre;Naves Español en Matadero;Fariña;169
2020;Octubre;Naves Español en Matadero;As one;82
2020;Octubre;Naves Español en Matadero;Las criadas;419
2020;Octubre;Naves Español en Matadero;Pedro Páramo;448
2020;Octubre;Naves Español en Matadero;Sufrida Calo;26
2020;Noviembre;Naves Español en Matadero;Instrucciones para mejorar la vida;66
2020;Noviembre;Naves Español en Matadero;La melancolía del turista;2
2020;Noviembre;Naves Español en Matadero;Las criadas;17
2020;Noviembre;Naves Español en Matadero;NAVES 2020 - Juana Inés;190
2020;Noviembre;Naves Español en Matadero;Pedro Páramo;224
2020;Diciembre;Naves Español en Matadero;BEETHOVEN#PARAELISA;290
2020;Diciembre;Naves Español en Matadero;El salto de Darwin;240
2020;Diciembre;Naves Español en Matadero;J' Attendrai;90
2020;Diciembre;Naves Español en Matadero;Sufrida Calo;10
2020;Enero;Circo Price;Circo Price en Navidad;90
2020;Febrero;Circo Price;FM20 - El violín mágico de Juan Tamariz;236
2020;Febrero;Circo Price;FM20 - Gala Internacional de Magia en Escena;1503
2020;Febrero;Circo Price;FM20 - Juan Esteban Varela: Crear el asombro;11
2020;Febrero;Circo Price;FM20 - Magia de Cerca;41
2020;Febrero;Circo Price;FM20 - Magia en la oscuridad;33
2020;Febrero;Circo Price;FM20 - Mike Caveney: Historia de la magia en los inicios del;11
2020;Marzo;Circo Price;FM20 - Gala Internacional de Magia en Escena;285
2020;Marzo;Circo Price;FM20 - Nacho Ares:  El ilusionismo en la historia del Arte;11
2020;Abril;Circo Price;Sin eventos;
2020;Mayo;Circo Price;Sin eventos;
2020;Junio;Circo Price;Sin eventos;
2020;Septiembre;Circo Price;CRECE_ Alejandra;198
2020;Septiembre;Circo Price;Fling;83
2020;Septiembre;Circo Price;Gran Reserva;58
2020;Septiembre;Circo Price;Suspensión;57
2020;Octubre;Circo Price;1970 sombreros;720
2020;Octubre;Circo Price;Gran Reserva;56
2020;Noviembre;Circo Price;Circo Price en Navidad. El retorno de Cometa;182
2020;Diciembre;Circo Price;Circo Price en Navidad. El retorno de Cometa;973
2020;Enero;Teatro Español;Atentado;229
2020;Enero;Teatro Español;Prostitución;1146
2020;Enero;Teatro Español;Rebota, rebota y en tu cara explota;52
2020;Febrero;Teatro Español;Atentado;208
2020;Febrero;Teatro Español;Españolas, Franco ha muerto;32
2020;Febrero;Teatro Español;JZE - Joan Saldaña Quintet;25
2020;Febrero;Teatro Español;JZE - Naíma Acuña Trío;25
2020;Febrero;Teatro Español;JZE - Noa Lur;25
2020;Febrero;Teatro Español;JZE - Rodrigo Ballesteros;25
2020;Febrero;Teatro Español;Poings;10
2020;Febrero;Teatro Español;Prostitución;580
2020;Marzo;Teatro Español;Diálogo del amargo;326
2020;Marzo;Teatro Español;Españolas, Franco ha muerto;40
2020;Abril;Teatro Español;Sin eventos;
2020;Mayo;Teatro Español;Sin eventos;
2020;Junio;Teatro Español;Sin eventos;
2020;Septiembre;Teatro Español;Con lo bien que estábamos (Ferretería Estéban);1412
2020;Septiembre;Teatro Español;Contarlo para no olvidar;228
2020;Octubre;Teatro Español;Ambiente familiar;224
2020;Octubre;Teatro Español;Con lo bien que estábamos (Ferretería Estéban);203
2020;Octubre;Teatro Español;Contarlo para no olvidar;36
2020;Octubre;Teatro Español;Mujercitas (En palabras de Jo...);741
2020;Noviembre;Teatro Español;Mujercitas (En palabras de Jo...);308
2020;Noviembre;Teatro Español;CG - Alma y vida;54
2020;Noviembre;Teatro Español;CG - Bárbara;54
2020;Noviembre;Teatro Español;CG - Casandra;18
2020;Noviembre;Teatro Español;CG - Celia en los infiernos;33
2020;Noviembre;Teatro Español;CG - El abuelo;20
2020;Noviembre;Teatro Español;CG - Electra;18
2020;Noviembre;Teatro Español;CG - Voluntad;54
2020;Noviembre;Teatro Español;Galdós: sombra y realidad;650
2020;Diciembre;Teatro Español;El Beso;72
2020;Diciembre;Teatro Español;Galdós: sombra y realidad;611
2020;Diciembre;Teatro Español;Los asquerosos;444
