Año;Mes;Organismo;Evento;Entradas
2021;abril;Fernán Gómez;FDV. Sara Cano Compañía de Danza;56
2021;abril;Fernán Gómez;FDV. Tirititran Danza – Teatro (Amaya Jiménez);19
2021;abril;Fernán Gómez;Final 30 Certamen Coreográfico de Flamenco y Danza Española;48
2021;abril;Fernán Gómez;FMAM. Academia 1750;56
2021;abril;Fernán Gómez;FMAM. Ars Longa de la Habana;56
2021;abril;Fernán Gómez;FMAM. Forma Antiqua;56
2021;abril;Fernán Gómez;FMAM. P. Viyuela, A. Lázaro y M. A. Saturno;56
2021;abril;Fernán Gómez;FMAM. Windu;56
2021;abril;Fernán Gómez;Música y mal;77
2021;abril;Naves Español en Matadero;Antígona;295
2021;abril;Naves Español en Matadero;Cristina & Los Gloria - Anïmales Mixtøs;5
2021;abril;Naves Español en Matadero;Las dos en punto;120
2021;abril;Naves Español en Matadero;Preludio;48
2021;abril;Naves Español en Matadero;Prostitución;2
2021;abril;Circo Price;Àvol;44
2021;abril;Circo Price;Bakéké;45
2021;abril;Circo Price;Eneida (Playlist para un continente a la deriva);468
2021;abril;Circo Price;Historia de los ventrílocuos por Jaime Figueroa;11
2021;abril;Circo Price;Una mujer inconveniente;11
2021;abril;Teatro Español;Ira;490
2021;abril;Teatro Español;La casa de los espíritus;230
2021;abril;Teatro Español;Puertas abiertas;96
2021;abril;Teatro Español;TDV - Carolina África vs Carol López;0
2021;abril;Teatro Español;TDV - Esther Carrodeguas vs Íñigo Guardamino;11
2021;mayo;Cineteca;ABISAL / TELLURIAN DRAMA / SENSITIVE MATERIAL;1
2021;mayo;Cineteca;CHARULATA. LA ESPOSA SOLITARIA;3
2021;mayo;Cineteca;COLECCIÓN PRIVADA / LA PELI DEL ALGORITMO / ORA MARÍTIMA;1
2021;mayo;Cineteca;DARDARA;4
2021;mayo;Cineteca;FIRST COW;4
2021;mayo;Cineteca;NO TAXI DO JACK;1
2021;mayo;Cineteca;SURVIVING YOU, ALWAYS + ESQUIRLAS;1
2021;mayo;Cineteca;UN EFECTO ÓPTICO;18
2021;mayo;Cineteca;VACA MUGIENDO ENTRE RUINAS;4
2021;mayo;Cineteca;VIDEO BLUES;1
2021;mayo;Cineteca;WINTERREISE;1
2021;mayo;Conde Duque;Cine - Al primo Soffio di Vento;36
2021;mayo;Conde Duque;Cine - Ocaña, retrato intermitente;36
2021;mayo;Conde Duque;Teatro - Las explicaciones;29
2021;mayo;Fernán Gómez;Los hermanos Machado;162
2021;mayo;Fernán Gómez;M.V. Alba Molina;80
2021;mayo;Fernán Gómez;M.V. Chamamé (Patrimonio de la Humanidad);36
2021;mayo;Fernán Gómez;M.V. Eliseo Parra;80
2021;mayo;Fernán Gómez;M.V. Muerdo;80
2021;mayo;Fernán Gómez;Yo, la peor del mundo;560
2021;mayo;Naves Español en Matadero;Complejo de Edipo;40
2021;mayo;Naves Español en Matadero;Dados;44
2021;mayo;Naves Español en Matadero;Generación Why;100
2021;mayo;Naves Español en Matadero;La mujer más fea del mundo;44
2021;mayo;Naves Español en Matadero;La plaga;96
2021;mayo;Naves Español en Matadero;Las dos en punto;358
2021;mayo;Naves Español en Matadero;Lear;30
2021;mayo;Naves Español en Matadero;Otelo;65
2021;mayo;Circo Price;Clowns;75
2021;mayo;Teatro Español;Amor, amor, catástrofe;67
2021;mayo;Teatro Español;El silencio de Elvis;10
2021;mayo;Teatro Español;La casa de los espíritus;410
2021;mayo;Teatro Español;Levante;220
2021;mayo;Teatro Español;TDV - Albert Boronat vs Irma Correa;0
2021;mayo;Teatro Español;TDV - Julio Escalada & Juli Disla;0
2021;junio;Cineteca;AMOR SIN CIUDAD;2
2021;junio;Cineteca;ARMUGAN;2
2021;junio;Cineteca;CALLA Y ESCUCHA.  ECOS DE UNA POSIBLE CINEFILIA;1
2021;junio;Cineteca;DESTELLO BRAVÍO;5
2021;junio;Cineteca;EL TELÉFONO DEL VIENTO;9
2021;junio;Cineteca;ENTRE PERRO Y LOBO;1
2021;junio;Cineteca;GOODBYE DRAGON INN;10
2021;junio;Cineteca;KAREN;5
2021;junio;Cineteca;LAND AND HOUSING;2
2021;junio;Cineteca;LOLA;4
2021;junio;Cineteca;MAMA RAINBOW;3
2021;junio;Cineteca;MOVE THE GRAVE;4
2021;junio;Cineteca;MÚSICAS ENCONTRADAS;1
2021;junio;Cineteca;NUNCA VOLVERÁ A NEVAR;7
2021;junio;Cineteca;PETER HUTTON: TENER (Y DETENER) EL TIEMPO;5
2021;junio;Cineteca;PRESENTACIÓN ALETHEIA 2ª TEMPORADA;1
2021;junio;Cineteca;RIZI/DAYS;8
2021;junio;Cineteca;SERTÂNIA;1
2021;junio;Cineteca;SPACESHIP EARTH;4
2021;junio;Cineteca;WHAT PROBABLY WOULD HAD HAPPENED IF I HADN’T STAYED AT HOME / GHOSTS (OBAKE);2
2021;junio;Conde Duque;Cine - Damsels in distress;27
2021;junio;Conde Duque;Cine - Lemebel;25
2021;junio;Conde Duque;Cine - Perfect blue;30
2021;junio;Conde Duque;Música - Músicas Memorables;28
2021;junio;Conde Duque;Música - Pongo;26
2021;junio;Conde Duque;Teatro - Acciones sencillas;56
2021;junio;Conde Duque;Teatro - Antonio y Cleopatra;27
2021;junio;Conde Duque;Teatro - Teatro Amazonas;0
2021;junio;Fernán Gómez;Los hermanos Machado;144
2021;junio;Fernán Gómez;Zarzuela en danza;101
2021;junio;Naves Español en Matadero;A nosotros nos daba igual;85
2021;junio;Naves Español en Matadero;Amour;24
2021;junio;Naves Español en Matadero;Cluster;73
2021;junio;Naves Español en Matadero;La rueda;96
2021;junio;Naves Español en Matadero;Museo de la Ficción;26
2021;junio;Naves Español en Matadero;Tránsito;69
2021;junio;Circo Price;Orquestando en común.Una infancia que late;124
2021;junio;Teatro Español;El Beso;8
2021;junio;Teatro Español;El silencio de Elvis;72
2021;junio;Teatro Español;Levante;489
2021;junio;Teatro Español;Una noche sin luna;94
2021;Julio;Naves Español en Matadero;A nosotros nos daba igual;13
2021;Julio;Naves Español en Matadero;VV21 - Bianco su bianco;23
2021;Julio;Naves Español en Matadero;VV21 - Suite Toc Num 6;44
2021;Julio;Teatro Español;El Beso;10
2021;Julio;Cineteca;Summer of Soul;2
2021;Julio;Cineteca;¡Al abordaje!;4
2021;Julio;Cineteca;Naked Animals;6
2021;Julio;Cineteca;Marygoround (Maryjki);9
2021;Julio;Cineteca;Ricochet;5
2021;Julio;Cineteca;Make Up;11
2021;Agosto;Cineteca;Residue;6
2021;Agosto;Cineteca;Passage;5
2021;Agosto;Cineteca;Coup;6
2021;Agosto;Cineteca;A todos nos gusta el plátano;3
2021;Septiembre;Naves Español en Matadero;Billy´s Violence;76
2021;Septiembre;Naves Español en Matadero;May B;75
2021;Septiembre;Naves Español en Matadero;Trilogía Crónicas Ibéricas: Desde aquí veo sucia la plaza;54
2021;Septiembre;Teatro Español;Despierta;88
2021;Septiembre;Teatro Español;Edipo;807
2021;Septiembre;Fernán Gómez;El viaje a ninguna parte;114
2021;Septiembre;Fernán Gómez;Turistas;186
2021;Septiembre;Cineteca;La metamorfosis de los pájaros;1
2021;Septiembre;Cineteca;Encuentro By Women: Habla la crítica;1
2021;Septiembre;Cineteca;Sesión de Cortos ·3· Directed by Women Spain;5
2021;Septiembre;Cineteca;Uppercase Print;3
2021;Septiembre;Cineteca;Sesión de Cortos ·4· Directed by Women Spain;4
2021;Septiembre;Cineteca;Las siete muertes;3
2021;Septiembre;Cineteca;Como yo quiera;16
2021;Septiembre;Cineteca;Cabarete;3
2021;Septiembre;Cineteca;La terra habitada;4
2021;Septiembre;Cineteca;Papi;10
2021;Septiembre;Cineteca;Si yo muero primero;6
2021;Octubre;Naves Español en Matadero;¿Que no...?;336
2021;Octubre;Naves Español en Matadero;Conferencia de los ausentes;58
2021;Octubre;Naves Español en Matadero;Género Imposible;59
2021;Octubre;Naves Español en Matadero;Trilogía Crónicas Ibéricas: Algún día todo esto será tuyo;100
2021;Octubre;Naves Español en Matadero;Trilogía Crónicas Ibéricas: Desde aquí veo sucia la plaza;277
2021;Octubre;Naves Español en Matadero;Trilogía Crónicas Ibéricas: Herederos del Ocaso;288
2021;Octubre;Circo Price;ALMA;111
2021;Octubre;Circo Price;Ciudades, caminos, cuerpos y fragmentos;21
2021;Octubre;Circo Price;Firco, cuarto Festival Iberoamericano de circo;261
2021;Octubre;Circo Price;La punta de mi nariz;117
2021;Octubre;Circo Price;VOLOV, Un viaje de Circo y Música;111
2021;Octubre;Teatro Español;Despierta;287
2021;Octubre;Teatro Español;Edipo;1314
2021;Octubre;Fernán Gómez;Crónico;284
2021;Octubre;Fernán Gómez;El viaje a ninguna parte;25
2021;Octubre;Fernán Gómez;Los Pazos de Ulloa;441
2021;Octubre;Fernán Gómez;Turistas;39
2021;Octubre;Cineteca;Programa 1 Nouvelle Vague [Cortometrajes ficción];30
2021;Octubre;Cineteca;Nos miran;1
2021;Octubre;Cineteca;Malmkrog;32
2021;Octubre;Cineteca;Néstor Basterretxea, artista y cineasta;1
2021;Octubre;Cineteca;Programa 2 Nouvelle Vague [Cortometrajes documentales];19
2021;Octubre;Cineteca;Femmes II [Seleccion de cortometrajes];6
2021;Octubre;Cineteca;Premios Madroño;2
2021;Octubre;Cineteca;Programa 3 Nouvelle Vague [El nuevo cortometraje];13
2021;Octubre;Cineteca;¿Quién está enfermo?: Campeones;6
2021;Octubre;Cineteca;El retorno, la vida después del ISIS;11
2021;Octubre;Cineteca;Cine Caos;5
2021;Octubre;Cineteca;Vivir su vida;26
2021;Octubre;Cineteca;Los conductos;18
2021;Octubre;Cineteca;El tabaco en el cine: El ojo de la medusa;8
2021;Octubre;Cineteca;El año del descubrimiento;21
2021;Octubre;Cineteca;Memoria y cine: El viaje a ninguna parte;16
2021;Octubre;Cineteca;Cortometrajes de Escuelas de Cine;11
2021;Octubre;Cineteca;Dear Future Children;11
2021;Octubre;Cineteca;Formación para Cineastas Comprometidos. Jornada I: Medir, compensar e impulsar;10
2021;Octubre;Cineteca;Quién lo impide;64
2021;Octubre;Cineteca;Bird Island;5
2021;Octubre;Cineteca;Lords of Water;7
2021;Octubre;Cineteca;Buena medicina, medicina buena. Kairós. Historia de la bioética;8
2021;Octubre;Cineteca;La boda de Rosa;0
2021;Octubre;Conde Duque;«TITICUT FOLLIES»;2
2021;Octubre;Conde Duque;Rodrigo García. «MOVIDAS RARAS/DRÔLES DE TRUCS»;7
2021;Octubre;Conde Duque;LAURA LAMONTAGNE & PICOAMPERIO;10
2021;Octubre;Conde Duque;«EL DIABLO Y DANIEL JOHNSTON»;14
2021;Octubre;Conde Duque;LUZ ARCAS/LA PHÁRMACO. «SOMOS LA GUERRA»;64
2021;Octubre;Conde Duque;EMEL MATHLOUTHI;32
2021;Noviembre;Naves Español en Matadero;¿Cuándo viene Samuel?;471
2021;Noviembre;Naves Español en Matadero;¿Que no...?;874
2021;Noviembre;Naves Español en Matadero;À un endroit du dèbut;84
2021;Noviembre;Naves Español en Matadero;Daara J. Family;84
2021;Noviembre;Naves Español en Matadero;Uncles & Angles;10
2021;Noviembre;Naves Español en Matadero;Vivo Vivaldi;98
2021;Noviembre;Circo Price;"Circo Price en navidad  ""La vuelta al mundo de Cometa""";269
2021;Noviembre;Circo Price;Desdémona;232
2021;Noviembre;Circo Price;No verbal;21
2021;Noviembre;Teatro Español;Burdina Hierro;126
2021;Noviembre;Teatro Español;En tierra extraña;1078
2021;Noviembre;Teatro Español;Lluvia amarilla;212
2021;Noviembre;Fernán Gómez;FJ. ALFONSO DE VILALLONGA;26
2021;Noviembre;Fernán Gómez;FJ. ANTONIO LIZANA;67
2021;Noviembre;Fernán Gómez;FJ. CARMEN PARÍS;35
2021;Noviembre;Fernán Gómez;FJ. CELEBRANDO LA MÚSICA DE PEDRO ITURRALDE;56
2021;Noviembre;Fernán Gómez;FJ. CHANO DOMÍNGUEZ Y DIEGO AMADOR;91
2021;Noviembre;Fernán Gómez;FJ. CHICO PÉREZ;70
2021;Noviembre;Fernán Gómez;FJ. DOMINIK WANIA;45
2021;Noviembre;Fernán Gómez;FJ. LIONEL LOUEKE SOLO;85
2021;Noviembre;Fernán Gómez;FJ. SUSAN SANTOS;27
2021;Noviembre;Fernán Gómez;FJ. VERÓNICA FERREIRO & JAVIER SÁNCHEZ;60
2021;Noviembre;Fernán Gómez;Los Pazos de Ulloa;65
2021;Noviembre;Fernán Gómez;Tu mano en la mía;286
2021;Noviembre;Cineteca;El año del descubrimiento;13
2021;Noviembre;Cineteca;Quién lo impide;34
2021;Noviembre;Cineteca;Gualeguaychú: El país del carnaval;1
2021;Noviembre;Cineteca;Building a Bridge;4
2021;Noviembre;Cineteca;Cortometrajes Internacional I;5
2021;Noviembre;Cineteca;Sedimentos;6
2021;Noviembre;Cineteca;Cine disidente;8
2021;Noviembre;Cineteca;Cortos Documentales;6
2021;Noviembre;Cineteca;Skinned / Outside noise;9
2021;Noviembre;Cineteca;Rufufú;22
2021;Noviembre;Cineteca;Moon, 66 Questions;4
2021;Noviembre;Cineteca;Azor;2
2021;Noviembre;Cineteca;MRGencia. Sesión 1;3
2021;Noviembre;Cineteca;Давай тусить (Davai Tusit’!);8
2021;Noviembre;Cineteca;MRGencia. Sesión 2;5
2021;Noviembre;Cineteca;Future Foods / Esqui;1
2021;Noviembre;Cineteca;Más allá de la noche / El gran movimiento;4
2021;Noviembre;Cineteca;Esquirlas;17
2021;Noviembre;Cineteca;MRGencia. Sesión 3;2
2021;Noviembre;Cineteca;Eles transportan a morte;4
2021;Noviembre;Cineteca;Paralelo 28 / Magaluf Ghost Town;8
2021;Noviembre;Cineteca;Ascensor para el cadalso;26
2021;Noviembre;Cineteca;El pejesapo;7
2021;Noviembre;Conde Duque;DANI ORVIZ Y ALEJANDRA MARTÍNEZ DE MIGUEL. «SLAM»;52
2021;Noviembre;Conde Duque;«MARY AND MAX»;32
2021;Noviembre;Conde Duque;CÉSAR FILIÚ DOUGLAS;66
2021;Noviembre;Conde Duque;«LA CALLE DEL AGUA»;17
2021;Noviembre;Conde Duque;Lorena Vega. «IMPRENTEROS»;39
2021;Noviembre;Conde Duque;ROMÁN FILIÚ & CUARTETO ASSAI;43
2021;Noviembre;Conde Duque;«KAIRO»;1
2021;Noviembre;Conde Duque;GN |MC Guy Nader | Maria Campos;30
2021;Noviembre;Conde Duque;DUOT & ANDY MOOR (The Ex);28
2021;Noviembre;Conde Duque;«CRUDO»;22
2021;Diciembre;Naves Español en Matadero;Gala Anïmales Mixtøs;4
2021;Diciembre;Naves Español en Matadero;Inicio (Uno);175
2021;Diciembre;Naves Español en Matadero;La infamia;590
2021;Diciembre;Naves Español en Matadero;Niño de Elche: Hoy comamos y bebamos;162
2021;Diciembre;Naves Español en Matadero;Vuelta a Uno;250
2021;Diciembre;Circo Price;"Circo Price en navidad  ""La vuelta al mundo de Cometa""";344
2021;Diciembre;Teatro Español;De algún tiempo a esta parte;30
2021;Diciembre;Teatro Español;En tierra extraña;590
2021;Diciembre;Teatro Español;Lluvia amarilla;79
2021;Diciembre;Fernán Gómez;El enfermo imaginario;103
2021;Diciembre;Fernán Gómez;El hijo de la cómica;51
2021;Diciembre;Fernán Gómez;El Mundo es redondo;15
2021;Diciembre;Fernán Gómez;F.G. Harlem Gospel Choir presenta Back where we belong Tour;153
2021;Diciembre;Fernán Gómez;F.G. Oh Madrid Happy Day by Coro Gospel de Madrid;73
2021;Diciembre;Fernán Gómez;F.G. Spirit of New Orleans Gospel Choir presenta The Sound of New Orleans;107
2021;Diciembre;Fernán Gómez;F.G. The Gospel Times presenta Let the good times roll;158
2021;Diciembre;Fernán Gómez;Mariana;74
2021;Diciembre;Cineteca;Quién lo impide;35
2021;Diciembre;Cineteca;Sedimentos;7
2021;Diciembre;Cineteca;El pejesapo;8
2021;Diciembre;Cineteca;Las clases;20
2021;Diciembre;Cineteca;Mitómana;5
2021;Diciembre;Cineteca;Tierra de leche y miel;6
2021;Diciembre;Cineteca;Mothers;3
2021;Diciembre;Cineteca;La Flor (Primera parte);1
2021;Diciembre;Cineteca;La Flor (Segunda parte);1
2021;Diciembre;Cineteca;La Flor (Tercera parte);1
2021;Diciembre;Conde Duque;«INTRODUCTION»;13
