Año;Mes;Organismo;Evento;Entradas
2024;Mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;33 CERTAMEN DE COREOGRAFÍA DE DANZA ESPAÑOLA Y FLAMENCO;36
2024;Mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;DESCARADOS;301
2024;Mayo;Teatro Fernán Gómez. Centro Cultural de la Villa;El largo camino (Historias de Ucrania);24
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Sexpiertos;92
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Raúl Rodríguez;29
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Rosario La Tremendita;17
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Luis Fercán;24
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Tiento Nuovo & Ignacio Prego;39
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Johanna Rose;36
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Andoni Mercero y Alfonso Sebastián;11
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;L’Apothéose;34
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Cia. Eduardo Guerrero / Seda: Jondo. Del primer llanto, del primer beso;66
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;LA MOV BALLET: Tempus Fugit;58
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;manuela barrero dlcAos : Con vos y conmigo sea. Libro II;27
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Losdedae Dance Company: Tantas flores;23
2024;Junio;Teatro Fernán Gómez. Centro Cultural de la Villa;Ogmia / Eduardo Vallejo: Mother tongue;34
2024;Enero;Naves del Español en Matadero;Tan solo el fin del mundo;50
2024;Enero;Naves del Español en Matadero;Las locuras por el veraneo;245
2024;Enero;Naves del Español en Matadero;Nuestros actos ocultos;141
2024;Febrero;Naves del Español en Matadero;El perro del teniente;651
2024;Marzo;Naves del Español en Matadero;Vania x Vania (versión 2);448
2024;Marzo;Naves del Español en Matadero;Vania x Vania (versión 1);228
2024;Marzo;Naves del Español en Matadero;Instrucciones para sobrevivir en lo oscuro;426
2024;Abril;Naves del Español en Matadero;Las cautivas;150
2024;Abril;Naves del Español en Matadero;La voluntad de creer;460
2024;Abril;Naves del Español en Matadero;Amal (La Baldufa);17
2024;Mayo;Naves del Español en Matadero;Historia de una oveja;29
2024;Mayo;Naves del Español en Matadero;Archipiélago de los desastres;30
2024;Mayo;Naves del Español en Matadero;Jan Martens;63
2024;Mayo;Naves del Español en Matadero;Los amigos de ellos dos;284
2024;Mayo;Naves del Español en Matadero;Poeta en Nueva York;342
2024;Mayo;Naves del Español en Matadero;Gran final. VIII Torneo de Dramaturgia;23
2024;Junio;Naves del Español en Matadero;Festen;101
2024;Junio;Naves del Español en Matadero;Marceline;29
2024;Junio;Naves del Español en Matadero;14,4;5
